Datetime,K,D2,med2
20230313 161700,4.000000000000625,22.771423878005457,9.861617161716174
20230313 161800,4.000000000000625,22.014920108688646,9.859623374102114
20230313 161900,4.000000000000625,21.2740667731935,9.857656765676564
20230313 162000,4.000000000000625,20.550357233525904,9.855719277810133
20230313 162100,4.000000000000625,19.843791489685852,9.853810910502812
20230313 162200,4.000000000000625,19.15436954167335,9.851931663754609
20230313 162300,4.000000000000625,18.483584751494273,9.85008347893613
20230313 162400,4.000000000000625,17.83143711914863,9.848266356047368
20230313 162500,4.000000000000625,17.19493992062465,9.846476412347117
20230313 162600,4.000000000000625,16.574093155922327,9.84471364783537
20230313 162700,4.000000000000625,15.968896825041668,9.842978062512131
20230313 162800,4.000000000000625,15.37935092798267,9.841269656377403
20230313 162900,20.000000000000284,15.119180954941411,9.84037274315667
20230313 163000,20.000000000000284,14.871555222749578,9.839495243642011
20230313 163100,16.00000000000037,14.558042358858149,9.83844107940206
20230313 163200,16.00000000000037,14.260837008070968,9.83742380120365
20230313 163300,16.00000000000037,13.97993917038804,9.836447291788005
20230313 163400,16.00000000000037,13.715348845809364,9.835511551155117
20230313 163500,16.00000000000037,13.467066034334936,9.83461657930499
20230313 163600,16.00000000000037,13.235090735964759,9.833762376237624
20230313 163700,16.00000000000037,13.019422950698837,9.832948941953019
20230313 163800,16.00000000000037,12.820062678537168,9.832176276451175
20230313 163900,16.00000000000037,12.637009919479748,9.831444379732092
20230313 164000,21.052631578947715,12.569335880956924,9.830753251795768
20230313 164100,21.052631578947715,12.516988452494484,9.830102892642204
20230313 164200,21.052631578947715,12.474420860927719,9.829481654047758
20230313 164300,21.052631578947715,12.44163310625663,9.828889536012428
20230313 164400,21.052631578947715,12.418625188481215,9.82832653853621
20230313 164500,21.052631578947715,12.405397107601479,9.827792661619105
20230313 164600,21.052631578947715,12.401948863617417,9.827287905261114
20230313 164700,21.052631578947715,12.408280456529031,9.826812269462241
20230313 164800,21.052631578947715,12.424391886336318,9.826365754222483
20230313 164900,21.052631578947715,12.45028315303928,9.825948359541835
20230313 165000,21.052631578947715,12.48595425663792,9.825560085420305
20230313 165100,21.052631578947715,12.531405197132234,9.825200931857891
20230313 165200,21.052631578947715,12.586635974522222,9.82487089885459
20230313 165300,21.052631578947715,12.651646588807889,9.824569986410408
20230313 165400,21.052631578947715,12.72643703998923,9.824298194525337
20230313 165500,21.052631578947715,12.811007328066243,9.824055523199378
20230313 165600,21.052631578947715,12.905357453038937,9.82384197243254
20230313 165700,21.052631578947715,13.009487414907309,9.82365754222481
20230313 165800,21.052631578947715,13.123397213671351,9.823502232576201
20230313 165900,21.052631578947715,13.247086849331069,9.823376043486704
20230313 170000,21.052631578947715,13.380556321886464,9.823278974956319
20230313 170100,44.44444444444466,13.982468628700214,9.823211026985051
20230313 170200,44.44444444444466,14.589619554613979,9.823172199572898
20230313 170300,44.44444444444466,15.191840015492438,9.823141137643177
20230313 170400,44.44444444444466,15.790054473529716,9.823119782566492
20230313 170500,44.44444444444466,16.384262928725818,9.823108134342844
20230313 170600,44.44444444444466,16.974465381080734,9.823106192972237
20230313 170700,44.44444444444466,17.560661830594473,9.823113958454666
20230313 170800,44.44444444444466,18.14285227726703,9.823131430790138
20230313 170900,44.44444444444466,18.721036721098407,9.823158609978647
20230313 171000,44.44444444444466,19.295215162088606,9.823195496020192
20230313 171100,44.44444444444466,19.86538760023762,9.823242088914775
20230313 171200,44.44444444444466,20.431554035545457,9.823298388662396
20230313 171300,44.44444444444466,20.99371446801211,9.823364395263058
20230313 171400,44.44444444444466,21.551868897637586,9.823440108716753
20230313 171500,44.44444444444466,22.106017324421877,9.823525529023488
20230313 171600,44.44444444444466,22.656159748364992,9.823620656183264
20230313 171700,44.44444444444466,23.202296169466926,9.823725490196079
20230313 171800,88.88888888888735,24.615886282716755,9.824624344787422
20230313 171900,88.88888888888735,26.01684207931364,9.82552514074937
20230313 172000,100.0,27.623028483004877,9.826427878081926
20230313 172100,100.0,29.214423491590203,9.827332556785093
20230313 172200,100.0,30.788253718487287,9.828233352747038
20230313 172300,100.0,32.344519163696106,9.829130265967775
20230313 172400,100.0,33.883219827216664,9.83002329644729
20230313 172500,100.0,35.404355709048986,9.830912444185596
20230313 172600,100.0,36.90792680919305,9.831797709182686
20230313 172700,100.0,38.393933127648864,9.832679091438557
20230313 172800,100.0,39.862374664416414,9.833556590953213
20230313 172900,100.0,41.31325141949573,9.834430207726655
20230313 173000,100.0,42.74656339288678,9.83529994175888
20230313 173100,100.0,44.16231058458958,9.836165793049892
20230313 173200,100.0,45.56049299460412,9.837027761599686
20230313 173300,100.0,46.94111062293041,9.837885847408272
20230313 173400,100.0,48.30328523048402,9.838740050475637
20230313 173500,100.0,49.64604613196116,9.839590370801787
20230313 173600,75.00000000000055,50.47919724893044,9.840042710153368
20230313 173700,75.00000000000055,51.2977880863423,9.840483401281304
20230313 173800,71.42857142857143,52.031790632992355,9.840912444185594
20230313 173900,71.42857142857143,52.75192624673062,9.841329838866239
20230313 174000,57.142857142857146,53.17885943098226,9.841541448262472
20230313 174100,57.142857142857146,53.595475617147535,9.841745292176277
20230313 174200,57.142857142857146,54.00177480522644,9.84194137060765
20230313 174300,57.142857142857146,54.397756995219,9.84212968355659
20230313 174400,57.142857142857146,54.78342218712518,9.8423102310231
20230313 174500,57.142857142857146,55.158770380945015,9.842483013007183
20230313 174600,57.142857142857146,55.523801576678466,9.842648029508835
20230313 174700,57.142857142857146,55.87851577432555,9.842805280528054
20230313 174800,57.142857142857146,56.22291297388628,9.842954766064844
20230313 174900,57.142857142857146,56.55699317536066,9.843096486119201
20230313 175000,57.142857142857146,56.880756378748664,9.843230440691128
20230313 175100,57.142857142857146,57.1942025840503,9.843356629780628
20230313 175200,57.142857142857146,57.49733179126559,9.843475053387692
20230313 175300,57.142857142857146,57.79014400039452,9.843585711512329
20230313 175400,71.42857142857143,58.35275125625499,9.843884682585907
20230313 175500,71.42857142857143,58.902268127446746,9.844173946806446
20230313 175600,71.42857142857143,59.438694613969794,9.844453504173948
20230313 175700,71.42857142857143,59.96203071582411,9.84472335468841
20230313 175800,71.42857142857143,60.47227643300972,9.844983498349837
20230313 175900,71.42857142857143,60.96943176552661,9.845233935158221
20230313 180000,71.42857142857143,61.453496713374776,9.84547466511357
20230313 180100,71.42857142857143,61.924471276554215,9.845705688215881
20230313 180200,71.42857142857143,62.38235545506494,9.845927004465153
20230313 180300,71.42857142857143,62.82714924890696,9.846138613861386
20230313 180400,71.42857142857143,63.25885265808026,9.846340516404581
20230313 180500,71.42857142857143,63.67746568258484,9.846532712094739
20230313 180600,71.42857142857143,64.08298832242068,9.84671520093186
20230313 180700,71.42857142857143,64.4754205775878,9.846887982915938
20230313 180800,71.42857142857143,64.85476244808622,9.847051058046981
20230313 180900,50.0,64.80084586668903,9.847204426324986
20230313 181000,50.0,64.73799898049666,9.84734808774995
20230313 181100,50.0,64.66932798248132,9.84748980780431
20230313 181200,50.0,64.59483287264304,9.847629586488061
20230313 181300,50.0,64.51373710273876,9.847765482430596
20230313 181400,50.0,64.42604067276845,9.847897495631916
20230313 181500,50.0,64.33174358273217,9.84802562609202
20230313 181600,50.0,64.23084583262987,9.848149873810911
20230313 181700,50.0,64.12334742246155,9.848270238788583
20230313 181800,50.0,64.00924835222725,9.848386721025042
20230313 181900,50.0,63.88854862192694,9.848499320520288
20230313 182000,50.0,63.76124823156063,9.848608037274317
20230313 182100,50.0,63.62734718112827,9.848712871287129
20230313 182200,50.0,63.4878263736738,9.848813822558727
20230313 182300,50.0,63.34268580919719,9.848910891089108
20230313 182400,50.0,63.19192548769843,9.849004076878275
20230313 182500,50.0,63.03554540917752,9.849093379926227
20230313 182600,50.0,62.87354557363448,9.849178800232963
20230313 182700,50.0,62.7059259810693,9.849260337798485
20230313 182800,50.0,62.53268663148196,9.84933799262279
20230313 182900,50.0,62.35382752487251,9.84941176470588
20230313 183000,50.0,62.16934866124091,9.849481654047757
20230313 183100,50.0,61.97925004058715,9.849547660648417
20230313 183200,50.0,61.78353166291124,9.849609784507862
20230313 183300,50.0,61.58219352821322,9.849668025626091
20230313 183400,50.0,61.37523563649305,9.849722384003107
20230313 183500,50.0,61.16265798775072,9.849772859638904
20230313 183600,50.0,60.94446058198626,9.84981945253349
20230313 183700,50.0,60.72064341919967,9.849862162686858
20230313 183800,50.0,60.49120649939091,9.849900990099009
20230313 183900,50.0,60.256149822560026,9.849935934769949
20230313 184000,50.0,60.015473388707,9.84996699669967
20230313 184600,100.0,60.74956935469459,9.850386332750922
20230313 184800,100.0,61.46833871062176,9.850797903319746
20230313 184900,100.0,62.176322674284215,9.851201708406137
20230314 100100,100.0,62.87352124568198,9.853362453892451
20230314 100200,23.076923076922448,62.05163879887231,9.85353717724714
20230314 100300,23.076923076922448,61.23390457985678,9.853706076490004
20230314 100400,23.076923076922448,60.42031858863537,9.853869151621048
20230314 100500,23.076923076922448,59.610880825208085,9.854026402640265
20230314 100600,23.076923076922448,58.80559128957491,9.854177829547663
20230314 100700,23.076923076922448,58.00444998173587,9.854323432343234
20230314 100800,23.076923076922448,57.20745690169095,9.854463211026985
20230314 100900,23.076923076922448,56.41461204944014,9.854597165598912
20230314 101000,23.076923076922448,55.62591542498345,9.854725296059017
20230314 101100,23.076923076922448,54.84136702832089,9.854847602407299
20230314 101200,23.076923076922448,54.06096685945246,9.854964084643758
20230314 101300,23.076923076922448,53.284714918378135,9.855074742768394
20230314 101400,23.076923076922448,52.51261120509795,9.855179576781207
20230314 101500,16.666666666666174,51.61896441744998,9.855278586682196
20230314 101600,16.666666666666174,50.73071032593438,9.855371772471365
20230314 101700,16.666666666666174,49.85647724436292,9.85546689963114
20230314 101800,16.666666666666174,48.996265172735576,9.855563968161524
20230314 101900,16.666666666666174,48.152231189505315,9.855662978062513
20230314 102000,16.666666666666174,47.32437529467212,9.85576392933411
20230314 102100,16.666666666666174,46.51269748823601,9.855866821976317
20230314 102200,16.666666666666174,45.717197770196975,9.85597165598913
20230314 102300,16.666666666666174,44.93787614055501,9.85607843137255
20230314 102400,16.666666666666174,44.174732599310126,9.85618714812658
20230314 102500,16.666666666666174,43.42776714646231,9.856297806251213
20230314 102600,16.666666666666174,42.696979782011574,9.856410405746459
20230314 102700,16.666666666666174,41.9823705059579,9.85652494661231
20230314 102800,16.666666666666174,41.283939318301314,9.85664142884877
20230314 102900,16.666666666666174,40.6016862190418,9.856759852455836
20230314 103000,16.666666666666174,39.935611208179374,9.856880217433508
20230314 103100,16.666666666666174,39.28571428571401,9.85700252378179
20230314 103200,16.666666666666174,38.651995451645725,9.85712677150068
20230314 103300,16.666666666666174,38.03445470597452,9.857252960590177
20230314 103400,16.666666666666174,37.433092048700374,9.85738109105028
20230314 103500,16.666666666666174,36.843054053304186,9.857507280139775
20230314 103600,16.666666666666174,36.264340719785956,9.857631527858667
20230314 103700,41.66666666666691,36.18645477993147,9.858342069501065
20230314 103800,41.66666666666691,36.11434672879024,9.859044845661034
20230314 103900,41.66666666666691,36.04524317977988,9.859737914967965
20230314 104000,41.66666666666691,35.979144132900416,9.860421277421858
20230314 104100,41.66666666666691,35.916049588151836,9.861094933022711
20230314 104200,41.66666666666691,35.85595954553413,9.861758881770527
20230314 104300,41.66666666666691,35.79887400504732,9.862413123665306
20230314 104400,41.66666666666691,35.74479296669138,9.863057658707044
20230314 104500,41.66666666666691,35.69371643046634,9.863692486895747
20230314 104600,41.66666666666691,35.645644396372184,9.864317608231406
20230314 104700,41.66666666666691,35.60057686440892,9.864933022714034
20230314 104800,41.66666666666691,35.55851383457653,9.86553873034362
20230314 104900,41.66666666666691,35.519455306875024,9.86613473112017
20230314 105000,41.66666666666691,35.48340128130441,9.86672102504368
20230314 105100,36.36363636363681,35.34637077153076,9.86729761211415
20230314 105200,9.090909090908797,34.67861492031538,9.867276257037467
20230314 105300,9.090909090908797,34.022961119641195,9.867252960590177
20230314 105400,9.090909090908797,33.3794093695082,9.867227722772277
20230314 105500,9.090909090908797,32.74795966991638,9.86720054358377
20230314 105600,0.0,31.950358901436182,9.866975344593282
20230314 105700,0.0,31.16662506586775,9.866750145602794
20230314 105800,0.0,30.396758163211107,9.866524946612307
20230314 105900,0.0,29.64075819346624,9.866299747621818
20230314 110000,0.0,28.89862515663314,9.866074548631332
20230314 110100,0.0,28.17035905271183,9.865849349640845
20230314 110200,0.0,27.455959881702288,9.865624150650358
20230314 110300,0.0,26.755427643604534,9.865398951659872
20230314 110400,9.090909090908797,26.247015457848143,9.865369831100757
20230314 110500,9.090909090908797,25.750705322632932,9.865338769171034
20230314 110600,9.090909090908797,25.266497237958916,9.865305765870703
20230314 110700,9.090909090908797,24.794391203826088,9.865270821199767
20230314 110800,9.090909090908797,24.33022714036091,9.865233935158221
20230314 110900,9.090909090908797,23.874005047563394,9.865195107746066
20230314 111000,9.090909090908797,23.42572492543353,9.865154338963308
20230314 111100,9.090909090908797,22.985386773971317,9.865111628809938
20230314 111200,9.090909090908797,22.552990593176766,9.865066977285965
20230314 111300,0.0,21.95028326362029,9.863843913803144
20230314 111400,0.0,21.35728278710205,9.861454086585127
20230314 111500,0.0,20.773989163622062,9.859085614443796
20230314 111600,0.0,20.20040239318032,9.85673849737915
20230314 111700,0.0,19.636522475776818,9.854412735391186
20230314 111800,0.0,19.082349411411563,9.85210832847991
20230314 111900,0.0,18.53788320008455,9.849825276645314
20230314 112000,0.0,18.003123841795787,9.847563579887403
20230314 112100,0.0,17.478071336545266,9.845323238206177
20230314 112200,0.0,16.96272568433299,9.84310425160163
20230314 112300,0.0,16.45708688515896,9.840906620073772
20230314 112400,0.0,15.961154939023178,9.838730343622597
20230314 112500,0.0,15.474929845925635,9.836575422248107
20230314 112600,0.0,14.998411605866341,9.834441855950297
20230314 112700,0.0,14.531600218845282,9.832329644729176
20230314 112800,0.0,14.074495684862473,9.830238788584738
20230314 112900,0.0,13.627098003917913,9.828169287516985
20230314 113000,0.0,13.189407176011597,9.826121141525915
20230314 113100,0.0,12.761423201143526,9.824094350611531
20230314 113200,0.0,12.343146079313698,9.822088914773829
20230314 113300,0.0,11.93457581052212,9.820104834012813
20230314 113400,0.0,11.535712394768783,9.816181324014755
20230314 113500,0.0,11.146555832053693,9.812298582799455
20230314 113600,9.374999999999792,10.950929651788607,9.809044845661035
20230314 113700,0.0,10.579366760205335,9.804453504173946
20230314 113800,0.0,10.217510721660307,9.799910696952047
20230314 113900,0.0,9.865361536153525,9.795416423995341
20230314 114000,22.222222222222168,9.968355904217786,9.792543195496023
20230314 114100,22.222222222222168,10.08644982145265,9.789706853038247
20230314 114200,27.586206896551662,10.324819457943006,9.786907396622018
20230314 114300,27.586206896551662,10.577247295385307,9.784162298582801
20230314 114400,27.586206896551662,10.828799713720707,9.781452145214525
20230314 114500,27.586206896551662,11.079476712949212,9.778776936517183
20230314 114600,27.586206896551662,11.32927829307082,9.77613667249078
20230314 114700,27.586206896551662,11.578204454085528,9.773531353135311
20230314 114800,27.586206896551662,11.826255195993339,9.770960978450784
20230314 114900,27.586206896551662,12.073430518794256,9.768425548437195
20230314 115000,27.586206896551662,12.31973042248827,9.765925063094542
20230314 115100,27.586206896551662,12.565154907075394,9.76345952242283
20230314 115200,27.586206896551662,12.809703972555617,9.761028926422053
20230314 115300,27.586206896551662,13.053377618928945,9.758633275092217
20230314 115400,34.482758620689424,13.431402350590226,9.756664725296062
20230314 115500,34.482758620689424,13.807212786863477,9.754727237429627
20230314 115600,34.482758620689424,14.180808927748693,9.752820811492917
20230314 115700,34.482758620689424,14.550946304907631,9.750945447485927
20230314 115800,34.482758620689424,14.917624918340305,9.749101145408662
20230314 115900,34.482758620689424,15.280844768046707,9.747287905261118
20230314 120000,34.482758620689424,15.640605854026836,9.745505727043291
20230314 120100,34.482758620689424,15.9969081762807,9.74375461075519
20230314 120200,34.482758620689424,16.34975173480829,9.742034556396812
20230314 120300,34.482758620689424,16.699136529609607,9.740345563968164
20230314 120400,34.482758620689424,17.045062560684652,9.738687633469231
20230314 120500,34.482758620689424,17.387529828033433,9.737060764900024
20230314 120600,34.482758620689424,17.726538331655934,9.735464958260536
20230314 120700,34.482758620689424,18.06208807155216,9.733900213550768
20230314 120800,34.482758620689424,18.394179047722126,9.732366530770728
20230314 120900,34.482758620689424,18.72281126016582,9.73086390992041
20230314 121000,34.482758620689424,19.047984708883238,9.729392350999811
20230314 121100,34.482758620689424,19.369699393874384,9.727951854008934
20230314 121200,34.482758620689424,19.687955315139256,9.726542418947774
20230314 121300,34.482758620689424,20.002752472677862,9.725164045816346
20230314 121400,34.482758620689424,20.314090866490194,9.723816734614635
20230314 121500,34.482758620689424,20.621970496576253,9.722500485342648
20230314 121600,27.586206896551662,20.791164858541183,9.720823141137641
20230314 121700,27.586206896551662,20.95823933306098,9.719180741603571
20230314 121800,13.793103448276137,20.85274091134593,9.716788973014951
20230314 121900,41.3793103448278,21.293559798846587,9.716014366142499
20230314 122000,41.3793103448278,21.734434472858954,9.715272762570375
20230314 122100,41.3793103448278,22.17536493338303,9.714564162298585
20230314 122200,41.3793103448278,22.616351180418828,9.713888565327121
20230314 122300,41.3793103448278,23.05739321396634,9.71324597165599
20230314 122400,41.3793103448278,23.498491034025562,9.712636381285188
20230314 122500,41.3793103448278,23.939644640596505,9.712059794214714
20230314 122600,41.3793103448278,24.38085403367916,9.71151621044457
20230314 122700,41.3793103448278,24.822119213273535,9.71100562997476
20230314 122800,41.3793103448278,25.263440179379618,9.710528052805284
20230314 122900,41.3793103448278,25.70481693199741,9.710083478936134
20230314 123000,41.3793103448278,26.14624947112692,9.709671908367312
20230314 123100,41.3793103448278,26.587737796768153,9.709293341098821
20230314 123200,46.15384615384657,27.122900258117536,9.708947777130657
20230314 123300,53.84615384615411,27.806991639508244,9.709027373325572
20230314 123400,46.15384615384657,28.33156480663409,9.708738109105033
20230314 123500,46.15384615384657,28.848942684095224,9.708476024073
20230314 123600,46.15384615384657,29.35912527189165,9.708241118229473
20230314 123700,46.15384615384657,29.862112570023353,9.70803339157445
20230314 123800,46.15384615384657,30.356139696119754,9.707850902737333
20230314 123900,46.15384615384657,30.84120665018085,9.707693651718111
20230314 124000,46.15384615384657,31.31731343220663,9.70756163851679
20230314 124100,46.15384615384657,31.784460042197114,9.707454863133371
20230314 124200,46.15384615384657,32.2426464801523,9.707373325567847
20230314 124300,46.15384615384657,32.691872746072185,9.707317025820224
20230314 124400,46.15384615384657,33.13213883995677,9.707285963890502
20230314 124500,46.15384615384657,33.563444761806046,9.707280139778682
20230314 124600,46.15384615384657,33.98755539399061,9.707301494855367
20230314 124700,15.384615384615753,33.80115248613339,9.705781401669576
20230314 124800,15.384615384615753,33.61352773663499,9.704304018637156
20230314 124900,15.384615384615753,33.42468114549541,9.702869345758106
20230314 125000,15.384615384615753,33.23461271271464,9.701477383032422
20230314 125100,42.307692307692804,33.57122590737266,9.701500679479715
20230314 125200,42.307692307692804,33.9013904933689,9.70155309648612
20230314 125300,55.00000000000031,34.47397524898392,9.701634634051645
20230314 125400,71.42857142857089,35.35977620016804,9.70154921374491
20230314 125500,71.42857142857089,36.2317102184404,9.701483207144248
20230314 125600,71.42857142857089,37.08977730380096,9.70142496602602
20230314 125700,71.42857142857089,37.933977456249764,9.70137449039022
20230314 125800,71.42857142857089,38.764310675786774,9.70133178023685
20230314 125900,71.42857142857089,39.58077696241201,9.701296835565913
20230314 130000,71.42857142857089,40.383376316125464,9.701269656377406
20230314 130100,71.42857142857089,41.17210873692714,9.70125024267133
20230314 130200,71.42857142857089,41.94697422481704,9.701238594447684
20230314 130300,71.42857142857089,42.707972779795156,9.701234711706466
20230314 130400,71.42857142857089,43.455104401861504,9.70123859444768
20230314 130500,71.42857142857089,44.18836909101607,9.701250242671327
20230314 130600,71.42857142857089,44.90776684725886,9.701269656377402
20230314 130700,71.42857142857089,45.613297670589866,9.701296835565907
20230314 130800,71.42857142857089,46.3049615610091,9.701331780236844
20230314 130900,71.42857142857089,46.98275851851653,9.701374490390213
20230314 131000,71.42857142857089,47.64668854311221,9.701424966026012
20230314 131100,71.42857142857089,48.296751634796095,9.701483207144243
20230314 131200,71.42857142857089,48.93294779356821,9.701549213744903
20230314 131300,71.42857142857089,49.55527701942853,9.701622985827992
20230314 131400,71.42857142857089,50.163739312377075,9.701704523393516
20230314 131500,71.42857142857089,50.758334672413845,9.70179382644147
20230314 131600,71.42857142857089,51.33906309953887,9.701871481265774
20230314 131700,71.42857142857089,51.90592459375208,9.701937487866434
20230314 131800,71.42857142857089,52.460739189998215,9.701997670355272
20230314 131900,71.42857142857089,53.001686853332544,9.702038439138033
20230314 132000,59.999999999998934,53.304677947900736,9.702059794214719
20230314 132100,59.999999999998934,53.59602081882305,9.702061735585328
20230314 132200,59.999999999998934,53.880029623005356,9.702059794214723
20230314 132300,70.00000000000054,54.35278279182027,9.702250048534271
20230314 132400,70.00000000000054,54.81730187150615,9.702434478741997
20230314 132500,70.00000000000054,55.27358686206304,9.7026130848379
20230314 132600,70.00000000000054,55.72163776349092,9.70278586682198
20230314 132700,70.00000000000054,56.16145457578979,9.70295282469424
20230314 132800,70.00000000000054,56.5930372989597,9.703113958454672
20230314 132900,70.00000000000054,57.01638593300062,9.703269268103282
20230314 133000,70.00000000000054,57.43150047791252,9.703418753640069
20230314 133100,70.00000000000054,57.838380933695454,9.703562415065038
20230314 133200,70.00000000000054,58.23702730034939,9.70370025237818
20230314 133300,70.00000000000054,58.62743957787435,9.7038322655795
20230314 133400,70.00000000000054,59.009617766270274,9.703958454668996
20230314 133500,70.00000000000054,59.38356186553722,9.70407881964667
20230314 133600,70.00000000000054,59.75061075195631,9.704197243253738
20230314 133700,70.00000000000054,60.11076442552754,9.704313725490195
20230314 133800,70.00000000000054,60.4640228862509,9.704428266356047
20230314 133900,70.00000000000054,60.81038613412644,9.70454086585129
20230314 134000,70.00000000000054,61.1498541691541,9.704651523975926
20230314 134100,70.00000000000054,61.482426991333895,9.704760240729954
20230314 134200,70.00000000000054,61.80810460066584,9.704867016113376
20230314 134300,70.00000000000054,62.12688699714992,9.704971850126189
20230314 134400,70.00000000000054,62.438774180786154,9.705074742768394
20230314 134500,70.00000000000054,62.74376615157453,9.705175694039992
20230314 134600,70.00000000000054,63.041862909515054,9.705274703940985
20230314 134700,70.00000000000054,63.33306445460774,9.705371772471366
20230314 134800,70.00000000000054,63.617370786852526,9.705466899631139
20230314 134900,70.00000000000054,63.89478190624948,9.705560085420304
20230314 135000,70.00000000000054,64.16529781279857,9.705651329838865
20230314 135100,70.00000000000054,64.42891850649981,9.70574063288682
20230314 135200,70.00000000000054,64.68564398735317,9.705827994564165
20230314 135300,70.00000000000054,64.93547425535871,9.705913414870901
20230314 135400,70.00000000000054,65.17840931051637,9.70599689380703
20230314 135500,70.00000000000054,65.41444915282618,9.70607843137255
20230314 135600,70.00000000000054,65.64359378228811,9.706158027567465
20230314 135700,70.00000000000054,65.86584319890221,9.70623568239177
20230314 135800,70.00000000000054,66.0798585263873,9.706307513104251
20230314 135900,70.00000000000054,66.28563976474342,9.706373519704911
20230314 140000,70.00000000000054,66.48050916140826,9.706425936711318
20230314 140100,70.00000000000054,66.66982222150641,9.706480295088333
20230314 140200,70.00000000000054,66.8535789450378,9.706536594835955
20230314 140300,70.00000000000054,67.03177933200244,9.706594835954185
20230314 140400,70.00000000000054,67.20442338240039,9.706655018443021
20230314 140500,70.00000000000054,67.37151109623161,9.706717142302464
20230314 140600,70.00000000000054,67.53304247349615,9.706781207532519
20230314 140700,70.00000000000054,67.68901751419395,9.70684721413318
20230314 140800,70.00000000000054,67.83943621832505,9.70691516210445
20230314 140900,70.00000000000054,67.9842985858894,9.706985051446326
20230314 141000,70.00000000000054,68.12360461688705,9.707056882158808
20230314 141100,70.00000000000054,68.25735431131794,9.707130654241897
20230314 141200,70.00000000000054,68.38554766918216,9.707206367695594
20230314 141300,70.00000000000054,68.50818469047964,9.707284022519898
20230314 141400,87.50000000000028,68.96932954446085,9.70736361871481
20230314 141500,100.0,69.66903897888197,9.707841195884292
20230314 141600,100.0,70.3582948792619,9.708316831683169
20230314 141700,100.0,71.03709724560063,9.708790526111438
20230314 141800,100.0,71.70544607789823,9.709262279169097
20230314 141900,100.0,72.36334137615464,9.709732090856148
20230314 142000,100.0,73.01078314036987,9.71019996117259
20230314 142100,100.0,73.6477713705439,9.710665890118426
20230314 142200,100.0,74.27430606667669,9.71112987769365
20230314 142300,100.0,74.89038722876833,9.711591923898272
20230314 142400,100.0,75.4960148568188,9.712052028732286
20230314 142500,100.0,76.09118895082806,9.71251019219569
20230314 142600,100.0,76.67590951079615,9.71296641428849
20230314 142700,100.0,77.25017653672305,9.713420695010678
20230314 142800,100.0,77.81399002860874,9.71387303436226
20230314 142900,100.0,78.36137653842971,9.714307901378373
20230314 143000,100.0,78.89233606618596,9.714921374490388
20230314 143100,100.0,79.40686861187751,9.71551543389633
20230314 143200,100.0,79.90497417550434,9.716090079596196
20230314 143300,100.0,80.391879524087,9.716658901184237
20230314 143400,100.0,80.86758465762559,9.717221898660455
20230314 143500,100.0,81.33455362342976,9.71777907202485
20230314 143600,100.0,81.7959758160692,9.718328479906814
20230314 143700,100.0,82.25185123554392,9.718870122306349
20230314 143800,100.0,82.70217988185391,9.719403999223452
20230314 143900,100.0,83.14696175499921,9.719930110658124
20230314 144000,100.0,83.58619685497979,9.720448456610367
20230314 144100,100.0,84.01988518179567,9.72095903708018
20230314 144200,100.0,84.44802673544685,9.721461852067561
20230314 144300,100.0,84.8706215159333,9.721956901572511
20230314 144400,100.0,85.28766952325502,9.722444185595032
20230314 144500,100.0,85.69917075741205,9.72292370413512
20230314 144600,100.0,86.10512521840434,9.72339545719278
20230314 144700,100.0,86.50553290623195,9.723859444768006
20230314 144800,100.0,86.90039382089482,9.724315666860804
20230314 144900,100.0,87.28970796239301,9.724764123471171
20230314 145000,100.0,87.67347533072646,9.725204814599106
20230314 145100,100.0,88.05169592589523,9.725637740244615
20230314 145200,100.0,88.42436974789925,9.726062900407689
20230314 145300,100.0,88.79149679673858,9.726480295088333
20230314 145400,100.0,89.1530770724132,9.726889924286548
20230314 145500,100.0,89.50911057492311,9.72729178800233
20230314 145600,100.0,89.85959730426829,9.727685886235683
20230314 145700,100.0,90.20453726044879,9.728072218986606
20230314 145800,100.0,90.54393044346455,9.728450786255095
20230314 145900,100.0,90.87777685331561,9.728821588041157
20230314 150000,100.0,91.20607649000195,9.729184624344786
20230314 150100,100.0,91.52882935352359,9.729539895165985
20230314 150200,100.0,91.84381673461463,9.729887400504754
20230314 150300,100.0,92.15103863327509,9.730227140361094
20230314 150400,100.0,92.45049504950495,9.730559114735003
20230314 150500,100.0,92.74412735391186,9.730885264997088
20230314 150600,100.0,93.03193554649583,9.73120559114735
20230314 150700,100.0,93.31391962725684,9.73152009318579
20230314 150800,100.0,93.59007959619491,9.731828771112404
20230314 150900,100.0,93.86041545331004,9.732131624927197
20230314 151000,100.0,94.12492719860221,9.732428654630167
20230314 151100,100.0,94.38361483207144,9.732719860221314
20230314 151200,100.0,94.63647835371772,9.73300524170064
20230314 151300,100.0,94.88351776354106,9.733284799068143
20230314 151400,100.0,95.12473306154145,9.733558532323821
20230314 151500,100.0,95.36012424771889,9.733826441467677
20230314 151600,100.0,95.58969132207338,9.73408852649971
20230314 151700,100.0,95.81343428460494,9.734344787419918
20230314 151800,100.0,96.03135313531354,9.734595224228304
20230314 151900,100.0,96.24344787419919,9.73483983692487
20230314 152000,100.0,96.44971850126188,9.73507862550961
20230314 152100,100.0,96.65016501650165,9.735311589982528
20230314 152200,100.0,96.84478741991846,9.735538730343624
20230314 152300,100.0,97.03358571151233,9.735760046592896
20230314 152400,100.0,97.21655989128324,9.735975538730344
